Year-Month-Date,Ticker,Original Currency,TotalRevenue,CostOfRevenue,GrossProfit,OperatingExpense,OperatingIncome,NetIncome,DilutedEPS,InterestExpense,NormalizedEBITDA,EBITDA,EBIT,NormalizedIncome,TotalExpenses,DilutedAverageShares,BasicAverageShares,BasicEPS,fullTimeEmployees,sector,industry,marketCap,enterpriseValue,beta,dividendYield,trailingPE,forwardPE,priceToSalesTrailing12Months,priceToBook,totalDebt,debtToEquity,operatingMargins,profitMargins,country,ResearchAndDevelopment
2024-12-31,GOOGL,USD,350018000000.0,146306000000.0,203712000000.0,91322000000.0,112390000000.0,100118000000.0,8.04,268000000.0,133132000000.0,135394000000.0,120083000000.0,98226968000.0,237628000000.0,12447000000.0,12319000000.0,8.13,185719,Communication Services,Internet Content & Information,2010444988416.0,1955346382848.0,1.014,0.5,18.41583,18.436384,5.589025,5.8155255,28497999872.0,8.254,0.33918,0.30857,United States,49326000000.0
2023-12-31,GOOGL,USD,307394000000.0,133332000000.0,174062000000.0,89769000000.0,84293000000.0,73795000000.0,5.8,308000000.0,100032000000.0,97971000000.0,86025000000.0,75569521000.0,223101000000.0,12722000000.0,12630000000.0,5.84,185719,Communication Services,Internet Content & Information,2010444988416.0,1955346382848.0,1.014,0.5,18.41583,18.436384,5.589025,5.8155255,28497999872.0,8.254,0.33918,0.30857,United States,45427000000.0
2022-12-31,GOOGL,USD,282836000000.0,126203000000.0,156633000000.0,81791000000.0,74842000000.0,59972000000.0,4.56,357000000.0,91333000000.0,85160000000.0,71685000000.0,65163493000.0,207994000000.0,13159000000.0,13063000000.0,4.59,185719,Communication Services,Internet Content & Information,2010444988416.0,1955346382848.0,1.014,0.5,18.41583,18.436384,5.589025,5.8155255,28497999872.0,8.254,0.33918,0.30857,United States,39500000000.0
2021-12-31,GOOGL,USD,257637000000.0,110939000000.0,146698000000.0,67984000000.0,78714000000.0,76033000000.0,5.61,346000000.0,91491000000.0,103521000000.0,91080000000.0,65951860000.0,178923000000.0,13553480000.0,13353000000.0,5.694,185719,Communication Services,Internet Content & Information,2010444988416.0,1955346382848.0,1.014,0.5,18.41583,18.436384,5.589025,5.8155255,28497999872.0,8.254,0.33918,0.30857,United States,31562000000.0
2020-12-31,GOOGL,USD,,,,,,,,,,,,,,,,,185719,Communication Services,Internet Content & Information,2010444988416.0,1955346382848.0,1.014,0.5,18.41583,18.436384,5.589025,5.8155255,28497999872.0,8.254,0.33918,0.30857,United States,
2025-03-31,ALO.PA,EUR,21263945299.02935,18614146501.42193,2649798797.607422,1889591764.0924454,760207033.5149765,171362856.26888275,,155261648.29730988,1686026491.8804169,1446808544.8741913,441633132.9345703,355376661.65828705,20503738265.514374,,,,86039,Industrials,Railroads,9775489335.400635,11427992192.21521,1.253,,59.354836,9.684211,0.45972133,0.8741923,4131109930.9921265,33.96,0.03943,0.00806,France,668200130.8202744
2024-03-31,ALO.PA,EUR,20263370232.224464,17718229286.432266,2545140945.792198,1974698149.0850449,570442796.7071533,-355376661.65828705,-0.9315698897838594,242668205.85727692,1473260529.3989182,912018422.961235,-49453710.198402405,67855090.73734283,19692927435.51731,384624829.0,383027548.0,-0.9315698897838594,86039,Industrials,Railroads,9775489335.400635,11427992192.21521,1.253,,59.354836,9.684211,0.45972133,0.8741923,4131109930.9921265,33.96,0.03943,0.00806,France,700402546.7634201
2023-03-31,ALO.PA,EUR,18984474284.768105,16723404651.0458,2261069633.7223053,1927544611.45401,333525022.2682953,-151811389.44625854,-0.4025301992893219,101207592.96417236,1305347931.9810867,910868336.6775513,-108108110.66627502,148648652.16612816,18650949262.49981,377849788.0,375523158.0,-0.4025301992893219,86039,Industrials,Railroads,9775489335.400635,11427992192.21521,1.253,,59.354836,9.684211,0.45972133,0.8741923,4131109930.9921265,33.96,0.03943,0.00806,France,667050044.5365906
2022-03-31,ALO.PA,EUR,17792984894.87171,15809086055.517197,1983898839.354515,1840138053.894043,143760785.4604721,-668200130.8202744,-1.794134602546692,67855090.73734283,1145485938.5490417,867165057.8975677,-140310526.60942078,-453709038.91324997,17649224109.41124,374406265.0,372724670.0,-1.794134602546692,86039,Industrials,Railroads,9775489335.400635,11427992192.21521,1.253,,59.354836,9.684211,0.45972133,0.8741923,4131109930.9921265,33.96,0.03943,0.00806,France,694652115.3450012
2021-03-31,ALO.PA,EUR,,,,,,,1.0810811066627501,,,,,,,263598330.0,262142375.0,1.0810811066627501,86039,Industrials,Railroads,9775489335.400635,11427992192.21521,1.253,,59.354836,9.684211,0.45972133,0.8741923,4131109930.9921265,33.96,0.03943,0.00806,France,
2024-12-31,AMS.MC,EUR,7063484928.500652,4010005845.320225,3053479083.1804276,1181598647.8567123,1871880435.3237152,1441058113.4557724,3.2087407314777376,124899370.40805817,2697987412.893772,2706383042.7646637,1901092626.9292831,1434266048.890221,5191604493.176937,452096083.0,436069462.0,3.3007476341724398,20643,Technology,Information Technology Services,33809298686.172363,36498441696.32666,1.098,2.04,23.402777,27.736626,4.68287,5.4002085,4058654421.5145264,64.167,0.28299,0.20626,Spain,
2023-12-31,AMS.MC,EUR,6257849486.780167,3484531422.305107,2773318064.4750595,1147211067.9745674,1626106996.500492,1285336430.644989,2.794709669351578,106037955.35564423,2449338758.3613396,2454514146.6379166,1671995439.2194748,1281082261.4816427,4631742490.279675,462931802.0,447439058.0,2.875215709209442,20643,Technology,Information Technology Services,33809298686.172363,36498441696.32666,1.098,2.04,23.402777,27.736626,4.68287,5.4002085,4058654421.5145264,64.167,0.28299,0.20626,Spain,
2022-12-31,AMS.MC,EUR,5159172059.977055,3006095528.292656,2153076531.6843987,1045888466.3820267,1107188065.302372,764117326.8795013,1.6676251113414764,99367454.91027832,1866475029.7904015,1881196134.2215538,1101897668.3974266,752855681.9896698,4051983994.6746826,465252027.0,449949027.0,1.7021276998519896,20643,Technology,Information Technology Services,33809298686.172363,36498441696.32666,1.098,2.04,23.402777,27.736626,4.68287,5.4002085,4058654421.5145264,64.167,0.28299,0.20626,Spain,
2021-12-31,AMS.MC,EUR,3070730377.435684,2110523339.188099,960207038.2475853,1055664199.7933388,-95457161.54575348,-163772286.79656982,-0.3680276107788086,105117886.3286972,663369768.4288025,662334690.7734871,-121909146.07048035,-163056013.05909157,3166187538.9814377,465215159.0,450032743.0,-0.3680276107788086,20643,Technology,Information Technology Services,33809298686.172363,36498441696.32666,1.098,2.04,23.402777,27.736626,4.68287,5.4002085,4058654421.5145264,64.167,0.28299,0.20626,Spain,
2024-12-31,AWK,USD,4684000000.0,1858000000.0,2826000000.0,1108000000.0,1718000000.0,1051000000.0,5.39,523000000.0,2670000000.0,2670000000.0,1882000000.0,1051000000.0,2966000000.0,195000000.0,195000000.0,5.39,6700,Utilities,Utilities - Regulated Water,28079779840.0,41865392128.0,0.698,2.34,26.22769,25.261406,5.83173,2.6656425,14508999680.0,137.735,0.32837,0.22243,United States,
2023-12-31,AWK,USD,4234000000.0,1720000000.0,2514000000.0,1010000000.0,1504000000.0,944000000.0,4.9,460000000.0,2360000000.0,2360000000.0,1656000000.0,944000000.0,2730000000.0,193000000.0,193000000.0,4.9,6700,Utilities,Utilities - Regulated Water,28079779840.0,41865392128.0,0.698,2.34,26.22769,25.261406,5.83173,2.6656425,14508999680.0,137.735,0.32837,0.22243,United States,
2022-12-31,AWK,USD,3792000000.0,1589000000.0,2203000000.0,930000000.0,1273000000.0,820000000.0,4.51,433000000.0,2071000000.0,2090000000.0,1441000000.0,804553000.0,2519000000.0,182000000.0,182000000.0,4.51,6700,Utilities,Utilities - Regulated Water,28079779840.0,41865392128.0,0.698,2.34,26.22769,25.261406,5.83173,2.6656425,14508999680.0,137.735,0.32837,0.22243,United States,
2021-12-31,AWK,USD,3930000000.0,1777000000.0,2153000000.0,957000000.0,1196000000.0,1263000000.0,6.95,403000000.0,1932000000.0,2679000000.0,2043000000.0,687810000.0,2734000000.0,182000000.0,182000000.0,6.96,6700,Utilities,Utilities - Regulated Water,28079779840.0,41865392128.0,0.698,2.34,26.22769,25.261406,5.83173,2.6656425,14508999680.0,137.735,0.32837,0.22243,United States,
2020-12-31,AWK,USD,,,,,,,,,,,,,,,,,6700,Utilities,Utilities - Regulated Water,28079779840.0,41865392128.0,0.698,2.34,26.22769,25.261406,5.83173,2.6656425,14508999680.0,137.735,0.32837,0.22243,United States,
2024-12-31,AMUN.PA,EUR,7122256637.769461,4442874170.686841,2679382467.0826197,1157713655.9171677,1521668811.165452,1501002910.7339382,7.326049627065658,199781488.33870888,1982019598.3669758,2230040305.788517,2117986249.082923,1311688704.7590756,5600587826.604009,204776239.0,204776239.0,7.326049627065658,5700,Financial Services,Asset Management,15431920613.584839,13245384373.23059,1.123,6.34,10.353218,9.489208,1.9899812,1.1177586,25713555672.29077,185.466,0.47588003,0.19133,France,
2023-12-31,AMUN.PA,EUR,6461270998.206735,4001855183.827758,2459415814.378977,1079430732.845664,1379985081.5333128,1339717110.4826927,6.555491816997528,120063257.58516788,1731027067.9883957,1955583715.0502205,1857497456.259966,1171075068.5392623,5081285916.673422,204201023.0,204201023.0,6.555491816997528,5700,Financial Services,Asset Management,15431920613.584839,13245384373.23059,1.123,6.34,10.353218,9.489208,1.9899812,1.1177586,25713555672.29077,185.466,0.47588003,0.19133,France,
2022-12-31,AMUN.PA,EUR,6753521723.926187,4086751103.030443,2666770620.8957434,1186729182.7682257,1480041438.1275177,1234866044.1718102,6.072455577850342,62944222.30601311,1730867205.9949636,1778481928.2257557,1676380718.219161,1199155002.498716,5273480285.798669,203414667.0,203414667.0,6.072455577850342,5700,Financial Services,Asset Management,15431920613.584839,13245384373.23059,1.123,6.34,10.353218,9.489208,1.9899812,1.1177586,25713555672.29077,185.466,0.47588003,0.19133,France,
2021-12-31,AMUN.PA,EUR,6659682733.781576,3909387096.5332985,2750295637.2482777,1012698126.3211966,1737597510.927081,1574985661.1907482,7.763082414865494,58761358.49225521,1958568188.95638,2058195563.3667707,1965438804.4151068,1493829201.996044,4922085222.854495,202793482.0,202793482.0,7.763082414865494,5700,Financial Services,Asset Management,15431920613.584839,13245384373.23059,1.123,6.34,10.353218,9.489208,1.9899812,1.1177586,25713555672.29077,185.466,0.47588003,0.19133,France,
2024-10-31,ADI,USD,9427157000.0,4045814000.0,5381343000.0,3311287000.0,2070056000.0,1635273000.0,3.28,322227000.0,4241141000.0,4203883000.0,2099567000.0,1669550360.0,7357101000.0,498697000.0,496166000.0,3.3,24000,Technology,Semiconductors,114623356928.0,118161055744.0,1.0,1.73,62.7663,30.633951,11.674038,3.2739434,7219018240.0,20.62,0.25745,0.18652001,United States,1487863000.0
2023-10-31,ADI,USD,12305539000.0,4428321000.0,7877218000.0,3893396000.0,3983822000.0,3314579000.0,6.55,264641000.0,6326457000.0,6165747000.0,3872644000.0,3462271490.0,8321717000.0,505959000.0,502232000.0,6.6,24000,Technology,Semiconductors,114623356928.0,118161055744.0,1.0,1.73,62.7663,30.633951,11.674038,3.2739434,7219018240.0,20.62,0.25745,0.18652001,United States,1660194000.0
2022-10-31,ADI,USD,12013953000.0,4481479000.0,7532474000.0,3979265000.0,3553209000.0,2748561000.0,5.25,200408000.0,5871165000.0,5596656000.0,3299157000.0,2992047881.81876,8460744000.0,523178000.0,519226000.0,5.29,24000,Technology,Semiconductors,114623356928.0,118161055744.0,1.0,1.73,62.7663,30.633951,11.674038,3.2739434,7219018240.0,20.62,0.25745,0.18652001,United States,1700518000.0
2021-10-31,ADI,USD,7318286000.0,2793274000.0,4525012000.0,2748355000.0,1776657000.0,1390422000.0,3.46,184825000.0,2887779000.0,2588173000.0,1513539000.0,1609134380.0,5541629000.0,401288000.0,397462000.0,3.5,24000,Technology,Semiconductors,114623356928.0,118161055744.0,1.0,1.73,62.7663,30.633951,11.674038,3.2739434,7219018240.0,20.62,0.25745,0.18652001,United States,1296126000.0
2020-10-31,ADI,USD,,,,,,,,,,,,,,,,,24000,Technology,Semiconductors,114623356928.0,118161055744.0,1.0,1.73,62.7663,30.633951,11.674038,3.2739434,7219018240.0,20.62,0.25745,0.18652001,United States,
2024-12-31,AAL.L,USD,27290000000.0,,,22342000000.0,4948000000.0,-3068000000.0,,1172000000.0,8638000000.0,3320000000.0,248000000.0,920500000.0,22342000000.0,,,,,,,21555275776.0,,,2.74,,12.224243,,103.82992,,,,,,
2023-12-31,AAL.L,USD,30652000000.0,15608000000.0,15044000000.0,24100000000.0,6552000000.0,283000000.0,0.23,990000000.0,9991000000.0,7270000000.0,4585000000.0,2487010000.0,24100000000.0,1220000000.0,1214000000.0,0.23,,,,21555275776.0,,,2.74,,12.224243,,103.82992,,,,,,
2022-12-31,AAL.L,USD,35118000000.0,15526000000.0,19592000000.0,8671000000.0,10921000000.0,4514000000.0,3.68,516000000.0,14322000000.0,12442000000.0,9996000000.0,5708632911.392405,24197000000.0,1226000000.0,1215000000.0,3.72,,,,21555275776.0,,,2.74,,12.224243,,103.82992,,,,,,
2021-12-31,AAL.L,USD,41554000000.0,15893000000.0,25661000000.0,8423000000.0,17238000000.0,8562000000.0,6.84,434000000.0,20639000000.0,20778000000.0,18063000000.0,8469756480.798684,24316000000.0,1251000000.0,1236000000.0,6.93,,,,21555275776.0,,,2.74,,12.224243,,103.82992,,,,,,
2020-12-31,AAL.L,USD,,11965000000.0,13482000000.0,,,,1.67,,,,,,,1253000000.0,1239000000.0,1.69,,,,21555275776.0,,,2.74,,12.224243,,103.82992,,,,,,
2024-12-31,ANSS,USD,2544809000.0,279819000.0,2264990000.0,1547102000.0,717888000.0,575692000.0,6.55,47849000.0,911469000.0,908559000.0,765887000.0,578025820.0,1826921000.0,87895000.0,87313000.0,6.59,6600,Technology,Software - Application,29451892736.0,28480737280.0,1.189,,49.77712,30.426884,11.401784,4.7659693,860905024.0,13.932,0.116639994,0.22948,United States,528014000.0
2023-12-31,ANSS,USD,2269949000.0,271298000.0,1998651000.0,1372516000.0,626135000.0,500412000.0,5.73,47145000.0,778001000.0,771787000.0,639283000.0,505662830.0,1643814000.0,87386000.0,86833000.0,5.76,6600,Technology,Software - Application,29451892736.0,28480737280.0,1.189,,49.77712,30.426884,11.401784,4.7659693,860905024.0,13.932,0.116639994,0.22948,United States,494869000.0
2022-12-31,ANSS,USD,2065553000.0,250641000.0,1814912000.0,1222254000.0,592658000.0,523710000.0,5.99,22726000.0,712604000.0,712604000.0,598041000.0,523710000.0,1472895000.0,87490000.0,87051000.0,6.02,6600,Technology,Software - Application,29451892736.0,28480737280.0,1.189,,49.77712,30.426884,11.401784,4.7659693,860905024.0,13.932,0.116639994,0.22948,United States,433661000.0
2021-12-31,ANSS,USD,1906715000.0,257984000.0,1648731000.0,1135460000.0,513271000.0,454627000.0,5.16,12405000.0,634626000.0,634626000.0,527759000.0,454627000.0,1393444000.0,88102000.0,87100000.0,5.22,6600,Technology,Software - Application,29451892736.0,28480737280.0,1.189,,49.77712,30.426884,11.401784,4.7659693,860905024.0,13.932,0.116639994,0.22948,United States,404870000.0
2024-09-30,AAPL,USD,391035000000.0,210352000000.0,180683000000.0,57467000000.0,123216000000.0,93736000000.0,6.08,,134661000000.0,134661000000.0,123216000000.0,93736000000.0,267819000000.0,15408095000.0,15343783000.0,6.11,164000,Technology,Consumer Electronics,3009563590656.0,3051788959744.0,1.211,0.52,31.435259,24.247892,7.5170307,45.068214,98186002432.0,146.994,0.31028998,0.24301,United States,31370000000.0
2023-09-30,AAPL,USD,383285000000.0,214137000000.0,169148000000.0,54847000000.0,114301000000.0,96995000000.0,6.13,3933000000.0,125820000000.0,125820000000.0,114301000000.0,96995000000.0,268984000000.0,15812547000.0,15744231000.0,6.16,164000,Technology,Consumer Electronics,3009563590656.0,3051788959744.0,1.211,0.52,31.435259,24.247892,7.5170307,45.068214,98186002432.0,146.994,0.31028998,0.24301,United States,29915000000.0
2022-09-30,AAPL,USD,394328000000.0,223546000000.0,170782000000.0,51345000000.0,119437000000.0,99803000000.0,6.11,2931000000.0,130541000000.0,130541000000.0,119437000000.0,99803000000.0,274891000000.0,16325819000.0,16215963000.0,6.15,164000,Technology,Consumer Electronics,3009563590656.0,3051788959744.0,1.211,0.52,31.435259,24.247892,7.5170307,45.068214,98186002432.0,146.994,0.31028998,0.24301,United States,26251000000.0
2021-09-30,AAPL,USD,365817000000.0,212981000000.0,152836000000.0,43887000000.0,108949000000.0,94680000000.0,5.61,2645000000.0,123136000000.0,123136000000.0,111852000000.0,94680000000.0,256868000000.0,16864919000.0,16701272000.0,5.67,164000,Technology,Consumer Electronics,3009563590656.0,3051788959744.0,1.211,0.52,31.435259,24.247892,7.5170307,45.068214,98186002432.0,146.994,0.31028998,0.24301,United States,21914000000.0
2020-09-30,AAPL,USD,,,,,,,,2873000000.0,,,,,,,,,164000,Technology,Consumer Electronics,3009563590656.0,3051788959744.0,1.211,0.52,31.435259,24.247892,7.5170307,45.068214,98186002432.0,146.994,0.31028998,0.24301,United States,
2024-10-31,AMAT,USD,27176000000.0,14279000000.0,12897000000.0,5030000000.0,7867000000.0,7177000000.0,8.61,247000000.0,8791000000.0,8791000000.0,8399000000.0,7177000000.0,19309000000.0,834000000.0,827000000.0,8.68,,,,137997565952.0,,,1.09,20.919708,17.746132,,7.278114,,,,,,3233000000.0
2023-10-31,AMAT,USD,26517000000.0,14133000000.0,12384000000.0,4730000000.0,7654000000.0,6856000000.0,8.11,238000000.0,8469000000.0,8469000000.0,7954000000.0,6856000000.0,18863000000.0,845000000.0,840000000.0,8.16,,,,137997565952.0,,,1.09,20.919708,17.746132,,7.278114,,,,,,3102000000.0
2022-10-31,AMAT,USD,25785000000.0,13792000000.0,11993000000.0,4209000000.0,7784000000.0,6525000000.0,7.44,228000000.0,8267000000.0,8271000000.0,7827000000.0,6521564000.0,18001000000.0,877000000.0,871000000.0,7.49,,,,137997565952.0,,,1.09,20.919708,17.746132,,7.278114,,,,,,2771000000.0
2021-10-31,AMAT,USD,23063000000.0,12149000000.0,10914000000.0,3714000000.0,7200000000.0,5888000000.0,6.4,236000000.0,7712000000.0,7401000000.0,7007000000.0,6158570000.0,15863000000.0,919000000.0,910000000.0,6.47,,,,137997565952.0,,,1.09,20.919708,17.746132,,7.278114,,,,,,2485000000.0
2024-12-31,ARCLK.IS,TRY,10789094077.483547,7815767136.0570545,2973326941.426493,2836706912.6779957,136620028.74849737,42524186.60147861,0.07006457431428134,536440312.14364994,901263302.9049449,912558049.6416818,495896714.8563303,34053126.54892588,10652474048.73505,606851917.0,606851917.0,0.07006457431428134,53401,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1676002452.1147308,4777660560.895355,0.136,,,7.114137,0.15203702,0.93453956,4006318831.464203,199.7,0.01126,-0.00543,Turkey,122068953.50456238
2023-12-31,ARCLK.IS,TRY,9345382305.601902,6605491517.973991,2739890787.627911,2325032728.1801124,414858059.44779885,491068376.9762404,0.8092042930684985,396388226.99405813,1032546138.1585337,1185740378.7632174,868959581.5272443,376172696.5227276,8930524246.154104,606851917.0,606851917.0,0.8092042930684985,53401,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1676002452.1147308,4777660560.895355,0.136,,,7.114137,0.15203702,0.93453956,4006318831.464203,199.7,0.01126,-0.00543,Turkey,70654773.31379615
2022-12-31,ARCLK.IS,TRY,6474541432.802584,4745698237.829104,1728843194.97348,1518297739.3077667,210545455.6657132,158243169.86103728,0.2579020838215947,207853420.14043406,530655742.6208705,593094808.9044373,390105929.61134577,97802153.69854455,6263995977.13687,613563508.0,613563508.0,0.2579020838215947,53401,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1676002452.1147308,4777660560.895355,0.136,,,7.114137,0.15203702,0.93453956,4006318831.464203,199.7,0.01126,-0.00543,Turkey,46859504.517933354
2021-12-31,ARCLK.IS,TRY,1716605660.533214,1201044566.359304,515561094.1739101,388357865.0576491,127203229.116261,77155975.28639808,0.11601062107086181,52525646.53170295,193468430.4145556,190195007.4603725,143728272.40843886,80093545.04548198,1589402431.416953,665045140.0,665045140.0,0.11601062107086181,53401,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1676002452.1147308,4777660560.895355,0.136,,,7.114137,0.15203702,0.93453956,4006318831.464203,199.7,0.01126,-0.00543,Turkey,11179818.68005544
2020-12-31,ARCLK.IS,TRY,,,,,,,,,,,,,,,,,53401,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1676002452.1147308,4777660560.895355,0.136,,,7.114137,0.15203702,0.93453956,4006318831.464203,199.7,0.01126,-0.00543,Turkey,
2024-12-31,ASM.AS,EUR,3372885646.230221,1669178877.9107332,1703706768.3194876,781182307.1568012,922524461.1626863,788653267.655611,,2166762.5584602356,1235519293.1809425,1225515842.685461,1000328948.3401775,796555993.5470414,2450361185.0675344,,,,4558,Technology,Semiconductor Equipment & Materials,29364076306.114258,27465444827.029297,1.261,0.59,53.251534,29.709068,8.149596,6.9868526,22771708.41693878,0.541,0.31709,0.15444,Netherlands,425322609.259367
